ean,item_cd,category,product_type,name_en,name_local,size_us,color,price_usd,price_local,currency,locale,fixture,depth,handle,image,n_images
3583784249324,4246408,apparel,Down jacket,Simond Men's MT500 Hooded Down Puffer Jacket,Simond Men's MT500 Hooded Down Puffer Jacket,M,Dark Petrol Blue,179.00,179.0,USD,en-US,GB-R4-U5,15,forclaz-mens-mt500-hooded-down-puffer-jacket-331151,https://cdn.shopify.com/s/files/1/1330/6287/files/8666110-product_image-p2920891.jpg?v=1762800025,50
3583784249331,4246409,apparel,Down jacket,Simond Men's MT500 Hooded Down Puffer Jacket,Simond Men's MT500 Hooded Down Puffer Jacket,S,Dark Petrol Blue,179.00,179.0,USD,en-US,GB-R4-U6,12,forclaz-mens-mt500-hooded-down-puffer-jacket-331151,https://cdn.shopify.com/s/files/1/1330/6287/files/8666110-product_image-p2920891.jpg?v=1762800025,50
3583784249348,4246410,apparel,Down jacket,Simond Men's MT500 Hooded Down Puffer Jacket,Simond Men's MT500 Hooded Down Puffer Jacket,XL,Dark Petrol Blue,179.00,179.0,USD,en-US,GB-R4-U7,17,forclaz-mens-mt500-hooded-down-puffer-jacket-331151,https://cdn.shopify.com/s/files/1/1330/6287/files/8666110-product_image-p2920891.jpg?v=1762800025,50
3583784249409,4391996,apparel,Down jacket,Simond Men's MT500 Hooded Down Puffer Jacket,Simond Men's MT500 Hooded Down Puffer Jacket,2XL,Cayenne,179.00,179.0,USD,en-US,FR-01,17,forclaz-mens-mt500-hooded-down-puffer-jacket-331151,https://cdn.shopify.com/s/files/1/1330/6287/files/8666110-product_image-p2920891.jpg?v=1762800025,50
3583784249416,4391997,apparel,Down jacket,Simond Men's MT500 Hooded Down Puffer Jacket,Simond Men's MT500 Hooded Down Puffer Jacket,3XL,Cayenne,179.00,179.0,USD,en-US,FR-02,14,forclaz-mens-mt500-hooded-down-puffer-jacket-331151,https://cdn.shopify.com/s/files/1/1330/6287/files/8666110-product_image-p2920891.jpg?v=1762800025,50
3583784258081,4631288,apparel,Fleece,Quechua Men's SH100 Fleece Winter Jacket,Quechua Men's SH100 Fleece Winter Jacket,S,Asphalt Blue,69.99,69.99,USD,en-US,FR-03,14,quechua-mens-sh100-fleece-winter-jacket-342183,https://cdn.shopify.com/s/files/1/1330/6287/files/8749770-product_image-p2607152.jpg?v=1755805950,11
3583784258098,4631289,apparel,Fleece,Quechua Men's SH100 Fleece Winter Jacket,Quechua Men's SH100 Fleece Winter Jacket,M,Asphalt Blue,69.99,69.99,USD,en-US,FR-04,18,quechua-mens-sh100-fleece-winter-jacket-342183,https://cdn.shopify.com/s/files/1/1330/6287/files/8749770-product_image-p2607152.jpg?v=1755805950,11
3583784261104,4631290,apparel,Fleece,Quechua Men's SH100 Fleece Winter Jacket,Quechua Men's SH100 Fleece Winter Jacket,L,Asphalt Blue,69.99,69.99,USD,en-US,GF-R1-U1,14,quechua-mens-sh100-fleece-winter-jacket-342183,https://cdn.shopify.com/s/files/1/1330/6287/files/8749770-product_image-p2607152.jpg?v=1755805950,11
3583784261111,4631291,apparel,Fleece,Quechua Men's SH100 Fleece Winter Jacket,Quechua Men's SH100 Fleece Winter Jacket,XL,Asphalt Blue,69.99,69.99,USD,en-US,GF-R1-U2,11,quechua-mens-sh100-fleece-winter-jacket-342183,https://cdn.shopify.com/s/files/1/1330/6287/files/8749770-product_image-p2607152.jpg?v=1755805950,11
3583784261128,4631292,apparel,Fleece,Quechua Men's SH100 Fleece Winter Jacket,Quechua Men's SH100 Fleece Winter Jacket,2XL,Asphalt Blue,69.99,69.99,USD,en-US,GF-R1-U3,11,quechua-mens-sh100-fleece-winter-jacket-342183,https://cdn.shopify.com/s/files/1/1330/6287/files/8749770-product_image-p2607152.jpg?v=1755805950,11
3583784261135,4631293,apparel,Fleece,Quechua Men's SH100 Fleece Winter Jacket,Quechua Men's SH100 Fleece Winter Jacket,3XL,Asphalt Blue,69.99,69.99,USD,en-US,GF-R1-U4,12,quechua-mens-sh100-fleece-winter-jacket-342183,https://cdn.shopify.com/s/files/1/1330/6287/files/8749770-product_image-p2607152.jpg?v=1755805950,11
3583784264679,4545499,apparel,Fleece,Quechua Women's Warm Hybrid Fleece Hiking Jacket,Quechua Women's Warm Hybrid Fleece Hiking Jacket,S,Smoked Black,60.00,60.0,USD,en-US,GF-R1-U5,18,quechua-womens-warm-hybrid-fleece-hiking-jacket-sh900-mountain-159235,https://cdn.shopify.com/s/files/1/1330/6287/files/8755487-product_image-p2718222.jpg?v=1755803806,8
3583784264686,4545500,apparel,Fleece,Quechua Women's Warm Hybrid Fleece Hiking Jacket,Quechua Women's Warm Hybrid Fleece Hiking Jacket,M,Smoked Black,60.00,60.0,USD,en-US,GF-R1-U6,19,quechua-womens-warm-hybrid-fleece-hiking-jacket-sh900-mountain-159235,https://cdn.shopify.com/s/files/1/1330/6287/files/8755487-product_image-p2718222.jpg?v=1755803806,8
3583784264693,4545501,apparel,Fleece,Quechua Women's Warm Hybrid Fleece Hiking Jacket,Quechua Women's Warm Hybrid Fleece Hiking Jacket,L,Smoked Black,60.00,60.0,USD,en-US,GF-R1-U7,12,quechua-womens-warm-hybrid-fleece-hiking-jacket-sh900-mountain-159235,https://cdn.shopify.com/s/files/1/1330/6287/files/8755487-product_image-p2718222.jpg?v=1755803806,8
3583784266406,4545502,apparel,Fleece,Quechua Women's Warm Hybrid Fleece Hiking Jacket,Quechua Women's Warm Hybrid Fleece Hiking Jacket,XL,Smoked Black,60.00,60.0,USD,en-US,GF-R2-U1,11,quechua-womens-warm-hybrid-fleece-hiking-jacket-sh900-mountain-159235,https://cdn.shopify.com/s/files/1/1330/6287/files/8755487-product_image-p2718222.jpg?v=1755803806,8
3583784266413,4545503,apparel,Fleece,Quechua Women's Warm Hybrid Fleece Hiking Jacket,Quechua Women's Warm Hybrid Fleece Hiking Jacket,2XL,Smoked Black,60.00,60.0,USD,en-US,GF-R2-U2,10,quechua-womens-warm-hybrid-fleece-hiking-jacket-sh900-mountain-159235,https://cdn.shopify.com/s/files/1/1330/6287/files/8755487-product_image-p2718222.jpg?v=1755803806,8
3583784270458,4299350,apparel,Jacket,Wedze Kids' 550 Warm Waterproof Ski Jacket,Wedze Kids' 550 Warm Waterproof Ski Jacket,10 Years,Deep Teal,99.99,99.99,USD,en-US,GF-R2-U3,16,wedze-kids-warm-and-waterproof-ski-jacket-550-blue-332572-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8645261-product_image-p2598763.jpg?v=1755289872,11
3583784270465,4299351,apparel,Jacket,Wedze Kids' 550 Warm Waterproof Ski Jacket,Wedze Kids' 550 Warm Waterproof Ski Jacket,12 Years,Deep Teal,99.99,99.99,USD,en-US,GF-R2-U4,19,wedze-kids-warm-and-waterproof-ski-jacket-550-blue-332572-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8645261-product_image-p2598763.jpg?v=1755289872,11
3583784270472,4299352,apparel,Jacket,Wedze Kids' 550 Warm Waterproof Ski Jacket,Wedze Kids' 550 Warm Waterproof Ski Jacket,14 Years,Deep Teal,99.99,99.99,USD,en-US,GF-R2-U5,21,wedze-kids-warm-and-waterproof-ski-jacket-550-blue-332572-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8645261-product_image-p2598763.jpg?v=1755289872,11
3583784270489,4299353,apparel,Jacket,Wedze Kids' 550 Warm Waterproof Ski Jacket,Wedze Kids' 550 Warm Waterproof Ski Jacket,6 Years,Deep Teal,99.99,99.99,USD,en-US,GF-R2-U6,11,wedze-kids-warm-and-waterproof-ski-jacket-550-blue-332572-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8645261-product_image-p2598763.jpg?v=1755289872,11
3583784270496,4299354,apparel,Jacket,Wedze Kids' 550 Warm Waterproof Ski Jacket,Wedze Kids' 550 Warm Waterproof Ski Jacket,8 Years,Deep Teal,99.99,99.99,USD,en-US,GF-R2-U7,16,wedze-kids-warm-and-waterproof-ski-jacket-550-blue-332572-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8645261-product_image-p2598763.jpg?v=1755289872,11
3583784272414,4299408,apparel,Ski pants,Wedze Kids' 500 PNF Warm Waterproof Snow Pants,Wedze Kids' 500 PNF Warm Waterproof Snow Pants,10 - 12 Years,Graphite Black,69.99,69.99,USD,en-US,GF-R3-U1,12,wedze-kids-warm-and-waterproof-ski-pants-500-pnf-black-332477-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8645272-product_image-p2598957.jpg?v=1755289869,8
3583784272421,4299409,apparel,Ski pants,Wedze Kids' 500 PNF Warm Waterproof Snow Pants,Wedze Kids' 500 PNF Warm Waterproof Snow Pants,12 - 14 Years,Graphite Black,69.99,69.99,USD,en-US,GF-R3-U2,13,wedze-kids-warm-and-waterproof-ski-pants-500-pnf-black-332477-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8645272-product_image-p2598957.jpg?v=1755289869,8
3583784272438,4299410,apparel,Ski pants,Wedze Kids' 500 PNF Warm Waterproof Snow Pants,Wedze Kids' 500 PNF Warm Waterproof Snow Pants,6 - 8 Years,Graphite Black,69.99,69.99,USD,en-US,GF-R3-U3,10,wedze-kids-warm-and-waterproof-ski-pants-500-pnf-black-332477-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8645272-product_image-p2598957.jpg?v=1755289869,8
3583784272445,4299411,apparel,Ski pants,Wedze Kids' 500 PNF Warm Waterproof Snow Pants,Wedze Kids' 500 PNF Warm Waterproof Snow Pants,8 - 10 Years,Graphite Black,69.99,69.99,USD,en-US,GF-R3-U4,15,wedze-kids-warm-and-waterproof-ski-pants-500-pnf-black-332477-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8645272-product_image-p2598957.jpg?v=1755289869,8
3583784272452,4666757,apparel,Ski pants,Wedze Kids' 500 PNF Warm Waterproof Snow Pants,Wedze Kids' 500 PNF Warm Waterproof Snow Pants,14 - 16 Years,Graphite Black,69.99,69.99,USD,en-US,GF-R3-U5,16,wedze-kids-warm-and-waterproof-ski-pants-500-pnf-black-332477-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8645272-product_image-p2598957.jpg?v=1755289869,8
3583784279314,2911289,apparel,Jacket,Wedze Women's 100 Mid-Length Warm Ski Jacket,Wedze Women's 100 Mid-Length Warm Ski Jacket,2XL,Asphalt Blue,119.99,119.99,USD,en-US,GF-R3-U6,15,wedze-womens-mid-length-warm-ski-jacket-100-navy-blue-310716-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8563105-product_image-p2747988.jpg?v=1755560863,26
3583784279338,2911291,apparel,Jacket,Wedze Women's 100 Mid-Length Warm Ski Jacket,Wedze Women's 100 Mid-Length Warm Ski Jacket,L,Asphalt Blue,119.99,119.99,USD,en-US,GF-R3-U7,12,wedze-womens-mid-length-warm-ski-jacket-100-navy-blue-310716-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8563105-product_image-p2747988.jpg?v=1755560863,26
3583784279345,2911292,apparel,Jacket,Wedze Women's 100 Mid-Length Warm Ski Jacket,Wedze Women's 100 Mid-Length Warm Ski Jacket,M,Asphalt Blue,119.99,119.99,USD,en-US,GF-R4-U1,11,wedze-womens-mid-length-warm-ski-jacket-100-navy-blue-310716-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8563105-product_image-p2747988.jpg?v=1755560863,26
3583784279352,2911293,apparel,Jacket,Wedze Women's 100 Mid-Length Warm Ski Jacket,Wedze Women's 100 Mid-Length Warm Ski Jacket,S,Asphalt Blue,119.99,119.99,USD,en-US,GF-R4-U2,15,wedze-womens-mid-length-warm-ski-jacket-100-navy-blue-310716-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8563105-product_image-p2747988.jpg?v=1755560863,26
3583784279369,2911294,apparel,Jacket,Wedze Women's 100 Mid-Length Warm Ski Jacket,Wedze Women's 100 Mid-Length Warm Ski Jacket,XL,Asphalt Blue,119.99,119.99,USD,en-US,GF-R4-U3,10,wedze-womens-mid-length-warm-ski-jacket-100-navy-blue-310716-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8563105-product_image-p2747988.jpg?v=1755560863,26
3583784279598,2911275,apparel,Jacket,Wedze Women's 100 Mid-Length Warm Ski Jacket,Wedze Women's 100 Mid-Length Warm Ski Jacket,2XL,Snowy White,119.99,119.99,USD,en-US,GF-R4-U4,10,wedze-womens-mid-length-warm-ski-jacket-100-navy-blue-310716-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8563105-product_image-p2747988.jpg?v=1755560863,26
3583784280327,4549569,apparel,Jacket,Wedze Men's 100 Mid-Length Warm Ski Jacket,Wedze Men's 100 Mid-Length Warm Ski Jacket,S,Asphalt Blue,119.99,119.99,USD,en-US,GF-R4-U5,17,wedze-mens-mid-length-warm-ski-jacket-100-black-white-332684-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8755209-product_image-p2577393.jpg?v=1755549439,23
3583784280334,4549570,apparel,Jacket,Wedze Men's 100 Mid-Length Warm Ski Jacket,Wedze Men's 100 Mid-Length Warm Ski Jacket,M,Asphalt Blue,119.99,119.99,USD,en-US,GF-R4-U6,12,wedze-mens-mid-length-warm-ski-jacket-100-black-white-332684-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8755209-product_image-p2577393.jpg?v=1755549439,23
3583784280341,4549571,apparel,Jacket,Wedze Men's 100 Mid-Length Warm Ski Jacket,Wedze Men's 100 Mid-Length Warm Ski Jacket,L,Asphalt Blue,119.99,119.99,USD,en-US,GF-R4-U7,10,wedze-mens-mid-length-warm-ski-jacket-100-black-white-332684-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8755209-product_image-p2577393.jpg?v=1755549439,23
3583784280358,4549572,apparel,Jacket,Wedze Men's 100 Mid-Length Warm Ski Jacket,Wedze Men's 100 Mid-Length Warm Ski Jacket,XL,Asphalt Blue,119.99,119.99,USD,en-US,GB-R1-U1,14,wedze-mens-mid-length-warm-ski-jacket-100-black-white-332684-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8755209-product_image-p2577393.jpg?v=1755549439,23
3583784280365,4549573,apparel,Jacket,Wedze Men's 100 Mid-Length Warm Ski Jacket,Wedze Men's 100 Mid-Length Warm Ski Jacket,2XL,Asphalt Blue,119.99,119.99,USD,en-US,GB-R1-U2,13,wedze-mens-mid-length-warm-ski-jacket-100-black-white-332684-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8755209-product_image-p2577393.jpg?v=1755549439,23
3583784280372,4549574,apparel,Jacket,Wedze Men's 100 Mid-Length Warm Ski Jacket,Wedze Men's 100 Mid-Length Warm Ski Jacket,3XL,Asphalt Blue,119.99,119.99,USD,en-US,GB-R1-U3,12,wedze-mens-mid-length-warm-ski-jacket-100-black-white-332684-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8755209-product_image-p2577393.jpg?v=1755549439,23
3583784280914,2911277,apparel,Jacket,Wedze Women's 100 Mid-Length Warm Ski Jacket,Wedze Women's 100 Mid-Length Warm Ski Jacket,L,Snowy White,119.99,119.99,USD,en-US,GB-R1-U4,13,wedze-womens-mid-length-warm-ski-jacket-100-navy-blue-310716-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8563105-product_image-p2747988.jpg?v=1755560863,26
3583784280921,2911278,apparel,Jacket,Wedze Women's 100 Mid-Length Warm Ski Jacket,Wedze Women's 100 Mid-Length Warm Ski Jacket,M,Snowy White,119.99,119.99,USD,en-US,GB-R1-U5,11,wedze-womens-mid-length-warm-ski-jacket-100-navy-blue-310716-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8563105-product_image-p2747988.jpg?v=1755560863,26
3583784280938,2911279,apparel,Jacket,Wedze Women's 100 Mid-Length Warm Ski Jacket,Wedze Women's 100 Mid-Length Warm Ski Jacket,S,Snowy White,119.99,119.99,USD,en-US,GB-R1-U6,18,wedze-womens-mid-length-warm-ski-jacket-100-navy-blue-310716-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8563105-product_image-p2747988.jpg?v=1755560863,26
3583784280945,2911280,apparel,Jacket,Wedze Women's 100 Mid-Length Warm Ski Jacket,Wedze Women's 100 Mid-Length Warm Ski Jacket,XL,Snowy White,119.99,119.99,USD,en-US,GB-R1-U7,11,wedze-womens-mid-length-warm-ski-jacket-100-navy-blue-310716-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8563105-product_image-p2747988.jpg?v=1755560863,26
3583784285490,4630474,apparel,Fleece,Quechua Men's MH120 Fleece Hiking Jacket,Quechua Men's MH120 Fleece Hiking Jacket,S,Laurel Green,24.00,24.0,USD,en-US,GB-R2-U1,17,quechua-mens-hiking-fleece-jacket-mh120-333908,https://cdn.shopify.com/s/files/1/1330/6287/files/8749613-product_image-p2387087.jpg?v=1755805888,14
3583784286404,4630475,apparel,Fleece,Quechua Men's MH120 Fleece Hiking Jacket,Quechua Men's MH120 Fleece Hiking Jacket,M,Laurel Green,24.00,24.0,USD,en-US,GB-R2-U2,20,quechua-mens-hiking-fleece-jacket-mh120-333908,https://cdn.shopify.com/s/files/1/1330/6287/files/8749613-product_image-p2387087.jpg?v=1755805888,14
3583784286411,4630476,apparel,Fleece,Quechua Men's MH120 Fleece Hiking Jacket,Quechua Men's MH120 Fleece Hiking Jacket,L,Laurel Green,24.00,24.0,USD,en-US,GB-R2-U3,17,quechua-mens-hiking-fleece-jacket-mh120-333908,https://cdn.shopify.com/s/files/1/1330/6287/files/8749613-product_image-p2387087.jpg?v=1755805888,14
3583784286428,4630477,apparel,Fleece,Quechua Men's MH120 Fleece Hiking Jacket,Quechua Men's MH120 Fleece Hiking Jacket,XL,Laurel Green,24.00,24.0,USD,en-US,GB-R2-U4,15,quechua-mens-hiking-fleece-jacket-mh120-333908,https://cdn.shopify.com/s/files/1/1330/6287/files/8749613-product_image-p2387087.jpg?v=1755805888,14
3583784286435,4630478,apparel,Fleece,Quechua Men's MH120 Fleece Hiking Jacket,Quechua Men's MH120 Fleece Hiking Jacket,2XL,Laurel Green,24.00,24.0,USD,en-US,GB-R2-U5,19,quechua-mens-hiking-fleece-jacket-mh120-333908,https://cdn.shopify.com/s/files/1/1330/6287/files/8749613-product_image-p2387087.jpg?v=1755805888,14
3583784286442,4630479,apparel,Fleece,Quechua Men's MH120 Fleece Hiking Jacket,Quechua Men's MH120 Fleece Hiking Jacket,3XL,Laurel Green,24.00,24.0,USD,en-US,GB-R2-U6,16,quechua-mens-hiking-fleece-jacket-mh120-333908,https://cdn.shopify.com/s/files/1/1330/6287/files/8749613-product_image-p2387087.jpg?v=1755805888,14
3583784289160,4602906,apparel,Ski pants,Wedze Women's 500 Slim Waterproof Snow Pants,Wedze Women's 500 Slim Waterproof Snow Pants,XS - S,Smoked Black,119.00,119.0,USD,en-US,GB-R2-U7,19,wedze-womens-ski-pants-500-slim-black-328165-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8602800-product_image-p2382287.jpg?v=1755561223,8
3583784289177,4602907,apparel,Ski pants,Wedze Women's 500 Slim Waterproof Snow Pants,Wedze Women's 500 Slim Waterproof Snow Pants,S,Smoked Black,119.00,119.0,USD,en-US,GB-R3-U1,11,wedze-womens-ski-pants-500-slim-black-328165-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8602800-product_image-p2382287.jpg?v=1755561223,8
3583784289184,4602908,apparel,Ski pants,Wedze Women's 500 Slim Waterproof Snow Pants,Wedze Women's 500 Slim Waterproof Snow Pants,M,Smoked Black,119.00,119.0,USD,en-US,GB-R3-U2,21,wedze-womens-ski-pants-500-slim-black-328165-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8602800-product_image-p2382287.jpg?v=1755561223,8
3583784289191,4602909,apparel,Ski pants,Wedze Women's 500 Slim Waterproof Snow Pants,Wedze Women's 500 Slim Waterproof Snow Pants,L,Smoked Black,119.00,119.0,USD,en-US,GB-R3-U3,10,wedze-womens-ski-pants-500-slim-black-328165-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8602800-product_image-p2382287.jpg?v=1755561223,8
3583784289801,4602911,apparel,Ski pants,Wedze Women's 500 Slim Waterproof Snow Pants,Wedze Women's 500 Slim Waterproof Snow Pants,L / XL,Smoked Black,119.00,119.0,USD,en-US,GB-R3-U4,21,wedze-womens-ski-pants-500-slim-black-328165-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8602800-product_image-p2382287.jpg?v=1755561223,8
3583784289818,4602912,apparel,Ski pants,Wedze Women's 500 Slim Waterproof Snow Pants,Wedze Women's 500 Slim Waterproof Snow Pants,XL,Smoked Black,119.00,119.0,USD,en-US,GB-R3-U5,21,wedze-womens-ski-pants-500-slim-black-328165-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8602800-product_image-p2382287.jpg?v=1755561223,8
3583784289825,4602913,apparel,Ski pants,Wedze Women's 500 Slim Waterproof Snow Pants,Wedze Women's 500 Slim Waterproof Snow Pants,2XL,Smoked Black,119.00,119.0,USD,en-US,GB-R3-U6,18,wedze-womens-ski-pants-500-slim-black-328165-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8602800-product_image-p2382287.jpg?v=1755561223,8
3583784289832,4602914,apparel,Ski pants,Wedze Women's 500 Slim Waterproof Snow Pants,Wedze Women's 500 Slim Waterproof Snow Pants,3XL,Smoked Black,119.00,119.0,USD,en-US,GB-R3-U7,18,wedze-womens-ski-pants-500-slim-black-328165-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8602800-product_image-p2382287.jpg?v=1755561223,8
3583784298599,4294662,footwear,Snow boots,Quechua Women's SH500 Warm Waterproof Snow Hiking Boots,Quechua Women's SH500 Warm Waterproof Snow Hiking Boots,5.5,Sand,95.00,95.0,USD,en-US,PE-05,13,womens-sh500-warm-waterproof-snow-hiking-boots-332914,https://cdn.shopify.com/s/files/1/1330/6287/files/8644860-product_image-p2289103.jpg?v=1703075803,13
3583784303002,4294663,footwear,Snow boots,Quechua Women's SH500 Warm Waterproof Snow Hiking Boots,Quechua Women's SH500 Warm Waterproof Snow Hiking Boots,6.5,Sand,95.00,95.0,USD,en-US,FB-01,13,womens-sh500-warm-waterproof-snow-hiking-boots-332914,https://cdn.shopify.com/s/files/1/1330/6287/files/8644860-product_image-p2289103.jpg?v=1703075803,13
3583784303019,4294664,footwear,Snow boots,Quechua Women's SH500 Warm Waterproof Snow Hiking Boots,Quechua Women's SH500 Warm Waterproof Snow Hiking Boots,7.5,Sand,95.00,95.0,USD,en-US,GA-01,7,womens-sh500-warm-waterproof-snow-hiking-boots-332914,https://cdn.shopify.com/s/files/1/1330/6287/files/8644860-product_image-p2289103.jpg?v=1703075803,13
3583784303026,4294665,footwear,Snow boots,Quechua Women's SH500 Warm Waterproof Snow Hiking Boots,Quechua Women's SH500 Warm Waterproof Snow Hiking Boots,8,Sand,95.00,95.0,USD,en-US,GA-02,7,womens-sh500-warm-waterproof-snow-hiking-boots-332914,https://cdn.shopify.com/s/files/1/1330/6287/files/8644860-product_image-p2289103.jpg?v=1703075803,13
3583784303033,4294666,footwear,Snow boots,Quechua Women's SH500 Warm Waterproof Snow Hiking Boots,Quechua Women's SH500 Warm Waterproof Snow Hiking Boots,9,Sand,95.00,95.0,USD,en-US,PW-01,9,womens-sh500-warm-waterproof-snow-hiking-boots-332914,https://cdn.shopify.com/s/files/1/1330/6287/files/8644860-product_image-p2289103.jpg?v=1703075803,13
3583784303040,4294667,footwear,Snow boots,Quechua Women's SH500 Warm Waterproof Snow Hiking Boots,Quechua Women's SH500 Warm Waterproof Snow Hiking Boots,9.5,Sand,95.00,95.0,USD,en-US,PW-02,12,womens-sh500-warm-waterproof-snow-hiking-boots-332914,https://cdn.shopify.com/s/files/1/1330/6287/files/8644860-product_image-p2289103.jpg?v=1703075803,13
3583784303057,4294668,footwear,Snow boots,Quechua Women's SH500 Warm Waterproof Snow Hiking Boots,Quechua Women's SH500 Warm Waterproof Snow Hiking Boots,10.5,Sand,95.00,95.0,USD,en-US,PW-03,8,womens-sh500-warm-waterproof-snow-hiking-boots-332914,https://cdn.shopify.com/s/files/1/1330/6287/files/8644860-product_image-p2289103.jpg?v=1703075803,13
3583784316965,4392017,apparel,Down jacket,Simond Men's MT500 Hooded Down Puffer Jacket,Simond Men's MT500 Hooded Down Puffer Jacket,S,No Dye,125.00,125.0,USD,en-US,GB-R4-U1,11,forclaz-mens-mt500-hooded-down-puffer-jacket-331151,https://cdn.shopify.com/s/files/1/1330/6287/files/8666110-product_image-p2920891.jpg?v=1762800025,50
3583784316972,4392018,apparel,Down jacket,Simond Men's MT500 Hooded Down Puffer Jacket,Simond Men's MT500 Hooded Down Puffer Jacket,M,No Dye,125.00,125.0,USD,en-US,GB-R4-U2,10,forclaz-mens-mt500-hooded-down-puffer-jacket-331151,https://cdn.shopify.com/s/files/1/1330/6287/files/8666110-product_image-p2920891.jpg?v=1762800025,50
3583784316989,4392019,apparel,Down jacket,Simond Men's MT500 Hooded Down Puffer Jacket,Simond Men's MT500 Hooded Down Puffer Jacket,L,No Dye,125.00,125.0,USD,en-US,GB-R4-U3,14,forclaz-mens-mt500-hooded-down-puffer-jacket-331151,https://cdn.shopify.com/s/files/1/1330/6287/files/8666110-product_image-p2920891.jpg?v=1762800025,50
3583784316996,4392020,apparel,Down jacket,Simond Men's MT500 Hooded Down Puffer Jacket,Simond Men's MT500 Hooded Down Puffer Jacket,XL,No Dye,125.00,125.0,USD,en-US,GB-R4-U4,13,forclaz-mens-mt500-hooded-down-puffer-jacket-331151,https://cdn.shopify.com/s/files/1/1330/6287/files/8666110-product_image-p2920891.jpg?v=1762800025,50
3583784317603,4392021,apparel,Down jacket,Simond Men's MT500 Hooded Down Puffer Jacket,Simond Men's MT500 Hooded Down Puffer Jacket,2XL,No Dye,125.00,125.0,USD,en-US,GB-R4-U5,12,forclaz-mens-mt500-hooded-down-puffer-jacket-331151,https://cdn.shopify.com/s/files/1/1330/6287/files/8666110-product_image-p2920891.jpg?v=1762800025,50
3583784321174,4557031,apparel,Parka,Quechua Women's NH900 Waterproof Parka,Quechua Women's NH900 Waterproof Parka,3XL,Linen,229.00,229.0,USD,en-US,GB-R4-U6,21,quechua-womens-sh900-waterproof-parka-340412-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8755570-product_image-p2718206.jpg?v=1755549509,16
3583784326797,4270723,apparel,Fleece,Quechua Women's NH100 U-Warm Hooded Fleece,Quechua Women's NH100 U-Warm Hooded Fleece,3XL,Steel Blue,55.00,55.0,USD,en-US,GB-R4-U7,18,quechua-womens-sh100-u-warm-fleece-jacket-305153-fw25-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8641489-product_image-p2718220.jpg?v=1755621462,9
3583784330473,4270097,accessories,Socks,Quechua SH500 Mid 2-Pair Winter Hiking Warm Socks,Quechua SH500 Mid 2-Pair Winter Hiking Warm Socks,W15-18 / M13-15,Black,24.99,24.99,USD,en-US,GB-R5-U1,10,quechua-sh500-mid-hiking-socks-2-pairs-307024,https://cdn.shopify.com/s/files/1/1330/6287/files/8641372-product_image-p2611053.jpg?v=1755814034,6
3583784360562,4264177,apparel,Jacket,Quechua Women's NH500 Waterproof Winter Hiking Jacket,Quechua Women's NH500 Waterproof Winter Hiking Jacket,3XL,Light Gray Blue,99.99,99.99,USD,en-US,FR-01,13,quechua-womens-hiking-waterproof-winter-jacket-sh500-14-f-331299-fw25-fw25,https://cdn.shopify.com/s/files/1/1330/6287/files/8640296-product_image-p2718256.jpg?v=1755621479,9
