classification_key,parent_key,name,lifecycle_type,attributes_schema
non_merchandise.z1,non_merchandise,SPECIAL PLANNED,non_merchandise,"{""type"":""object"",""properties"":{""color"":{""type"":""string"",""x-coded"":true,""x-lookup"":""color"",""x-facet"":true},""brand"":{""type"":""string"",""x-coded"":true,""x-lookup"":""brand"",""x-facet"":true},""season"":{""type"":""string"",""x-coded"":true,""x-lookup"":""season"",""x-facet"":true},""size"":{""type"":""string"",""x-coded"":false,""x-system"":""mk_brand_size"",""x-facet"":true},""year"":{""type"":""string"",""x-coded"":true,""x-lookup"":""year"",""x-facet"":true}},""required"":[""color"",""brand""]}"
non_merchandise.z2,non_merchandise,SPECIAL PLANNED1,non_merchandise,"{""type"":""object"",""properties"":{""color"":{""type"":""string"",""x-coded"":true,""x-lookup"":""color"",""x-facet"":true},""brand"":{""type"":""string"",""x-coded"":true,""x-lookup"":""brand"",""x-facet"":true},""season"":{""type"":""string"",""x-coded"":true,""x-lookup"":""season"",""x-facet"":true},""size"":{""type"":""string"",""x-coded"":false,""x-system"":""mk_brand_size"",""x-facet"":true},""year"":{""type"":""string"",""x-coded"":true,""x-lookup"":""year"",""x-facet"":true}},""required"":[""color"",""brand""]}"
non_merchandise.z3,non_merchandise,SPECIAL PLANNED2,non_merchandise,"{""type"":""object"",""properties"":{""color"":{""type"":""string"",""x-coded"":true,""x-lookup"":""color"",""x-facet"":true},""brand"":{""type"":""string"",""x-coded"":true,""x-lookup"":""brand"",""x-facet"":true},""season"":{""type"":""string"",""x-coded"":true,""x-lookup"":""season"",""x-facet"":true},""size"":{""type"":""string"",""x-coded"":false,""x-system"":""mk_brand_size"",""x-facet"":true},""year"":{""type"":""string"",""x-coded"":true,""x-lookup"":""year"",""x-facet"":true}},""required"":[""color"",""brand""]}"
non_merchandise.z4,non_merchandise,SPECIAL PLANNED3,non_merchandise,"{""type"":""object"",""properties"":{""color"":{""type"":""string"",""x-coded"":true,""x-lookup"":""color"",""x-facet"":true},""brand"":{""type"":""string"",""x-coded"":true,""x-lookup"":""brand"",""x-facet"":true},""season"":{""type"":""string"",""x-coded"":true,""x-lookup"":""season"",""x-facet"":true},""size"":{""type"":""string"",""x-coded"":false,""x-system"":""mk_brand_size"",""x-facet"":true},""year"":{""type"":""string"",""x-coded"":true,""x-lookup"":""year"",""x-facet"":true}},""required"":[""color"",""brand""]}"
non_merchandise.z5,non_merchandise,SPECIAL PLANNED4,non_merchandise,"{""type"":""object"",""properties"":{""color"":{""type"":""string"",""x-coded"":true,""x-lookup"":""color"",""x-facet"":true},""brand"":{""type"":""string"",""x-coded"":true,""x-lookup"":""brand"",""x-facet"":true},""season"":{""type"":""string"",""x-coded"":true,""x-lookup"":""season"",""x-facet"":true},""size"":{""type"":""string"",""x-coded"":false,""x-system"":""mk_brand_size"",""x-facet"":true},""year"":{""type"":""string"",""x-coded"":true,""x-lookup"":""year"",""x-facet"":true}},""required"":[""color"",""brand""]}"
non_merchandise.z6,non_merchandise,SPECIAL PLANNED5,non_merchandise,"{""type"":""object"",""properties"":{""color"":{""type"":""string"",""x-coded"":true,""x-lookup"":""color"",""x-facet"":true},""brand"":{""type"":""string"",""x-coded"":true,""x-lookup"":""brand"",""x-facet"":true},""season"":{""type"":""string"",""x-coded"":true,""x-lookup"":""season"",""x-facet"":true},""size"":{""type"":""string"",""x-coded"":false,""x-system"":""mk_brand_size"",""x-facet"":true},""year"":{""type"":""string"",""x-coded"":true,""x-lookup"":""year"",""x-facet"":true}},""required"":[""color"",""brand""]}"
non_merchandise.z7,non_merchandise,SPECIAL PLANNED6,non_merchandise,"{""type"":""object"",""properties"":{""color"":{""type"":""string"",""x-coded"":true,""x-lookup"":""color"",""x-facet"":true},""brand"":{""type"":""string"",""x-coded"":true,""x-lookup"":""brand"",""x-facet"":true},""season"":{""type"":""string"",""x-coded"":true,""x-lookup"":""season"",""x-facet"":true},""size"":{""type"":""string"",""x-coded"":false,""x-system"":""mk_brand_size"",""x-facet"":true},""year"":{""type"":""string"",""x-coded"":true,""x-lookup"":""year"",""x-facet"":true}},""required"":[""color"",""brand""]}"
rainwear.rb,rainwear,RAINWEAR BOTTOM -LPGA Added,serialized,"{""type"":""object"",""properties"":{""color"":{""type"":""string"",""x-coded"":true,""x-lookup"":""color"",""x-facet"":true},""brand"":{""type"":""string"",""x-coded"":true,""x-lookup"":""brand"",""x-facet"":true},""season"":{""type"":""string"",""x-coded"":true,""x-lookup"":""season"",""x-facet"":true},""size"":{""type"":""string"",""x-coded"":false,""x-system"":""mk_brand_size"",""x-facet"":true},""year"":{""type"":""string"",""x-coded"":true,""x-lookup"":""year"",""x-facet"":true}},""required"":[""color"",""brand""]}"
rainwear.rj,rainwear,RAINWEAR JUMPER -LPGA Added,serialized,"{""type"":""object"",""properties"":{""color"":{""type"":""string"",""x-coded"":true,""x-lookup"":""color"",""x-facet"":true},""brand"":{""type"":""string"",""x-coded"":true,""x-lookup"":""brand"",""x-facet"":true},""season"":{""type"":""string"",""x-coded"":true,""x-lookup"":""season"",""x-facet"":true},""size"":{""type"":""string"",""x-coded"":false,""x-system"":""mk_brand_size"",""x-facet"":true},""year"":{""type"":""string"",""x-coded"":true,""x-lookup"":""year"",""x-facet"":true}},""required"":[""color"",""brand""]}"
underwear.ai,underwear,INNERWEAR,serialized,"{""type"":""object"",""properties"":{""color"":{""type"":""string"",""x-coded"":true,""x-lookup"":""color"",""x-facet"":true},""brand"":{""type"":""string"",""x-coded"":true,""x-lookup"":""brand"",""x-facet"":true},""season"":{""type"":""string"",""x-coded"":true,""x-lookup"":""season"",""x-facet"":true},""size"":{""type"":""string"",""x-coded"":false,""x-system"":""mk_brand_size"",""x-facet"":true},""year"":{""type"":""string"",""x-coded"":true,""x-lookup"":""year"",""x-facet"":true}},""required"":[""color"",""brand""]}"
underwear.uw,underwear,UNDERWEAR,serialized,"{""type"":""object"",""properties"":{""color"":{""type"":""string"",""x-coded"":true,""x-lookup"":""color"",""x-facet"":true},""brand"":{""type"":""string"",""x-coded"":true,""x-lookup"":""brand"",""x-facet"":true},""season"":{""type"":""string"",""x-coded"":true,""x-lookup"":""season"",""x-facet"":true},""size"":{""type"":""string"",""x-coded"":false,""x-system"":""mk_brand_size"",""x-facet"":true},""year"":{""type"":""string"",""x-coded"":true,""x-lookup"":""year"",""x-facet"":true}},""required"":[""color"",""brand""]}"
woven.ct,woven,WOVEN COAT,serialized,"{""type"":""object"",""properties"":{""color"":{""type"":""string"",""x-coded"":true,""x-lookup"":""color"",""x-facet"":true},""brand"":{""type"":""string"",""x-coded"":true,""x-lookup"":""brand"",""x-facet"":true},""season"":{""type"":""string"",""x-coded"":true,""x-lookup"":""season"",""x-facet"":true},""size"":{""type"":""string"",""x-coded"":false,""x-system"":""mk_brand_size"",""x-facet"":true},""year"":{""type"":""string"",""x-coded"":true,""x-lookup"":""year"",""x-facet"":true}},""required"":[""color"",""brand""]}"
woven.cu,woven,CULOTTES -LPGA Added,serialized,"{""type"":""object"",""properties"":{""color"":{""type"":""string"",""x-coded"":true,""x-lookup"":""color"",""x-facet"":true},""brand"":{""type"":""string"",""x-coded"":true,""x-lookup"":""brand"",""x-facet"":true},""season"":{""type"":""string"",""x-coded"":true,""x-lookup"":""season"",""x-facet"":true},""size"":{""type"":""string"",""x-coded"":false,""x-system"":""mk_brand_size"",""x-facet"":true},""year"":{""type"":""string"",""x-coded"":true,""x-lookup"":""year"",""x-facet"":true}},""required"":[""color"",""brand""]}"
woven.dw,woven,WOVEN DOWN,serialized,"{""type"":""object"",""properties"":{""color"":{""type"":""string"",""x-coded"":true,""x-lookup"":""color"",""x-facet"":true},""brand"":{""type"":""string"",""x-coded"":true,""x-lookup"":""brand"",""x-facet"":true},""season"":{""type"":""string"",""x-coded"":true,""x-lookup"":""season"",""x-facet"":true},""size"":{""type"":""string"",""x-coded"":false,""x-system"":""mk_brand_size"",""x-facet"":true},""year"":{""type"":""string"",""x-coded"":true,""x-lookup"":""year"",""x-facet"":true}},""required"":[""color"",""brand""]}"
woven.jb,woven,WOVEN JUMPER(for BUCKAROO),serialized,"{""type"":""object"",""properties"":{""color"":{""type"":""string"",""x-coded"":true,""x-lookup"":""color"",""x-facet"":true},""brand"":{""type"":""string"",""x-coded"":true,""x-lookup"":""brand"",""x-facet"":true},""season"":{""type"":""string"",""x-coded"":true,""x-lookup"":""season"",""x-facet"":true},""size"":{""type"":""string"",""x-coded"":false,""x-system"":""mk_brand_size"",""x-facet"":true},""year"":{""type"":""string"",""x-coded"":true,""x-lookup"":""year"",""x-facet"":true}},""required"":[""color"",""brand""]}"
woven.jk,woven,WOVEN JACKET,serialized,"{""type"":""object"",""properties"":{""color"":{""type"":""string"",""x-coded"":true,""x-lookup"":""color"",""x-facet"":true},""brand"":{""type"":""string"",""x-coded"":true,""x-lookup"":""brand"",""x-facet"":true},""season"":{""type"":""string"",""x-coded"":true,""x-lookup"":""season"",""x-facet"":true},""size"":{""type"":""string"",""x-coded"":false,""x-system"":""mk_brand_size"",""x-facet"":true},""year"":{""type"":""string"",""x-coded"":true,""x-lookup"":""year"",""x-facet"":true}},""required"":[""color"",""brand""]}"
woven.jm,woven,ARTIFICIAL SWEDE COAT,serialized,"{""type"":""object"",""properties"":{""color"":{""type"":""string"",""x-coded"":true,""x-lookup"":""color"",""x-facet"":true},""brand"":{""type"":""string"",""x-coded"":true,""x-lookup"":""brand"",""x-facet"":true},""season"":{""type"":""string"",""x-coded"":true,""x-lookup"":""season"",""x-facet"":true},""size"":{""type"":""string"",""x-coded"":false,""x-system"":""mk_brand_size"",""x-facet"":true},""year"":{""type"":""string"",""x-coded"":true,""x-lookup"":""year"",""x-facet"":true}},""required"":[""color"",""brand""]}"
woven.jp,woven,WOVEN JUMPER,serialized,"{""type"":""object"",""properties"":{""color"":{""type"":""string"",""x-coded"":true,""x-lookup"":""color"",""x-facet"":true},""brand"":{""type"":""string"",""x-coded"":true,""x-lookup"":""brand"",""x-facet"":true},""season"":{""type"":""string"",""x-coded"":true,""x-lookup"":""season"",""x-facet"":true},""size"":{""type"":""string"",""x-coded"":false,""x-system"":""mk_brand_size"",""x-facet"":true},""year"":{""type"":""string"",""x-coded"":true,""x-lookup"":""year"",""x-facet"":true}},""required"":[""color"",""brand""]}"
woven.op,woven,WOVEN ONE PIECE,serialized,"{""type"":""object"",""properties"":{""color"":{""type"":""string"",""x-coded"":true,""x-lookup"":""color"",""x-facet"":true},""brand"":{""type"":""string"",""x-coded"":true,""x-lookup"":""brand"",""x-facet"":true},""season"":{""type"":""string"",""x-coded"":true,""x-lookup"":""season"",""x-facet"":true},""size"":{""type"":""string"",""x-coded"":false,""x-system"":""mk_brand_size"",""x-facet"":true},""year"":{""type"":""string"",""x-coded"":true,""x-lookup"":""year"",""x-facet"":true}},""required"":[""color"",""brand""]}"
woven.pt,woven,WOVEN PANTS,serialized,"{""type"":""object"",""properties"":{""color"":{""type"":""string"",""x-coded"":true,""x-lookup"":""color"",""x-facet"":true},""brand"":{""type"":""string"",""x-coded"":true,""x-lookup"":""brand"",""x-facet"":true},""season"":{""type"":""string"",""x-coded"":true,""x-lookup"":""season"",""x-facet"":true},""size"":{""type"":""string"",""x-coded"":false,""x-system"":""mk_brand_size"",""x-facet"":true},""year"":{""type"":""string"",""x-coded"":true,""x-lookup"":""year"",""x-facet"":true}},""required"":[""color"",""brand""]}"
woven.sh,woven,WOVEN SHIRT,serialized,"{""type"":""object"",""properties"":{""color"":{""type"":""string"",""x-coded"":true,""x-lookup"":""color"",""x-facet"":true},""brand"":{""type"":""string"",""x-coded"":true,""x-lookup"":""brand"",""x-facet"":true},""season"":{""type"":""string"",""x-coded"":true,""x-lookup"":""season"",""x-facet"":true},""size"":{""type"":""string"",""x-coded"":false,""x-system"":""mk_brand_size"",""x-facet"":true},""year"":{""type"":""string"",""x-coded"":true,""x-lookup"":""year"",""x-facet"":true}},""required"":[""color"",""brand""]}"
woven.sk,woven,WOVEN SKIRT,serialized,"{""type"":""object"",""properties"":{""color"":{""type"":""string"",""x-coded"":true,""x-lookup"":""color"",""x-facet"":true},""brand"":{""type"":""string"",""x-coded"":true,""x-lookup"":""brand"",""x-facet"":true},""season"":{""type"":""string"",""x-coded"":true,""x-lookup"":""season"",""x-facet"":true},""size"":{""type"":""string"",""x-coded"":false,""x-system"":""mk_brand_size"",""x-facet"":true},""year"":{""type"":""string"",""x-coded"":true,""x-lookup"":""year"",""x-facet"":true}},""required"":[""color"",""brand""]}"
woven.vt,woven,WOVEN VEST,serialized,"{""type"":""object"",""properties"":{""color"":{""type"":""string"",""x-coded"":true,""x-lookup"":""color"",""x-facet"":true},""brand"":{""type"":""string"",""x-coded"":true,""x-lookup"":""brand"",""x-facet"":true},""season"":{""type"":""string"",""x-coded"":true,""x-lookup"":""season"",""x-facet"":true},""size"":{""type"":""string"",""x-coded"":false,""x-system"":""mk_brand_size"",""x-facet"":true},""year"":{""type"":""string"",""x-coded"":true,""x-lookup"":""year"",""x-facet"":true}},""required"":[""color"",""brand""]}"
