ean,item_cd,category,name_en,name_kr,needs_xlate,size_us,color,price_usd,fixture,depth
3608429804666,2504728,apparel,"TANK RUN DRY M BLACK, XL","TANK RUN DRY M BLACK, XL",0,M,Black,35.99,GF-R2-U6,11
3608391708450,5157903,apparel,"Run900 Thin UC 2025 grey, 7-8 - 41/42","Run900 Thin UC 2025 grey, 7-8 - 41/42",0,OS,Grey,22.12,GF-R2-U7,9
3608392447891,5446914,apparel,"SHORT RUN 100 W BLUE G17C, UK 16 - EU XL","SHORT RUN 100 W BLUE G17C, UK 16 - EU XL",0,XL,Blue,20.1,GF-R3-U1,7
3608392478222,5450046,apparel,"PANTS MH500 M BLACK, UK32\"" / FR 42 (L31)","PANTS MH500 M BLACK, UK32"" / FR 42 (L31)",0,M,Black,23.3,GF-R3-U2,10
3608391853204,5315571,apparel,"PANT FIT RUN COOL, UK 39\"" / EU XL (L32)","PANT FIT RUN COOL, UK 39"" / EU XL (L32)",0,XL,Blue,60.88,GF-R3-U3,6
3608393506825,5637007,apparel,"SHORT 2in1 RUN 500 M BLA, UK 39\"" - EU XL","SHORT 2in1 RUN 500 M BLA, UK 39"" - EU XL",0,M,Grey,15.38,GF-R3-U4,7
3583784835039,4925485,apparel,"SHORT TIGHT DRY 100 M, UK 41\"" / EU 2XL","SHORT TIGHT DRY 100 M, UK 41"" / EU 2XL",0,M,Pink,19.17,GF-R3-U5,10
3608390358250,4995814,apparel,"T SHIRT RUN DRY 500 W Na, UK 4-6 / EU XS","T SHIRT RUN DRY 500 W Na, UK 4-6 / EU XS",0,XS,White,63.79,GF-R3-U6,6
3608391673666,5244853,apparel,"Jacket Wind Run 100 W Whi, UK 16 / EU XL","Jacket Wind Run 100 W Whi, UK 16 / EU XL",0,XL,Black,21.11,GF-R3-U7,10
3608390118533,4049610,apparel,"KIPRUN LS CARE 2 BLACK, M","KIPRUN LS CARE 2 BLACK, M",0,M,Black,21.5,GF-R4-U1,8
3608392095191,5378051,apparel,"SHORT 2IN1 RUN 500 W BLAC, UK 16 - EU XL","SHORT 2IN1 RUN 500 W BLAC, UK 16 - EU XL",0,XL,Orange,25.1,GF-R4-U2,5
3608391916985,5318661,apparel,"SHORT RUN 500 M COMFORT, UK 37\"" / EU XL","SHORT RUN 500 M COMFORT, UK 37"" / EU XL",0,M,Navy,17.71,GF-R4-U3,10
3608392778711,5515138,apparel,"Run500 thin MID X2 YELlOW, 2.5-5 - 35/38","Run500 thin MID X2 YELlOW, 2.5-5 - 35/38",0,OS,Teal,27.64,GF-R4-U4,7
3608390154760,4426803,apparel,"RUN900 5fingers thin in, 5.5-6.5 - 39/40","RUN900 5fingers thin in, 5.5-6.5 - 39/40",0,OS,Navy,24.92,GF-R4-U5,9
3608392447853,5446910,apparel,"SHORT RUN 100 W BLUE G17, UK 4-6 - EU XS","SHORT RUN 100 W BLUE G17, UK 4-6 - EU XS",0,XS,Blue,30.54,GF-R4-U6,9
3608392478260,5450050,apparel,"PANTS MH500 M BLACK, UK36\"" / FR 46 (L32)","PANTS MH500 M BLACK, UK36"" / FR 46 (L32)",0,M,Black,18.38,GF-R4-U7,5
3608391852559,5315565,apparel,"PANT FIT RUN COOL, UK 30\"" / EU S (L31)","PANT FIT RUN COOL, UK 30"" / EU S (L31)",0,S,Black,49.52,GB-R1-U1,8
3608392245114,5318801,apparel,"SHORT RUN 900 H REPLIKA, UK 37\"" / EU XL","SHORT RUN 900 H REPLIKA, UK 37"" / EU XL",0,XL,Orange,48.15,GB-R1-U2,9
3608390405831,4998771,apparel,"WIND JACKET TRAIL M BLUE G17C, M .","WIND JACKET TRAIL M BLUE G17C, M .",0,M,Blue,21.86,GB-R1-U3,7
3608390174102,4428320,apparel,"LONG TIGHT KIPRUN RA, UK 10 / EU M (L29)","LONG TIGHT KIPRUN RA, UK 10 / EU M (L29)",0,M,Pink,56.59,GB-R1-U4,8
3608429743064,2730434,apparel,"SHORT TIGHT RUN DRY W Black, L","SHORT TIGHT RUN DRY W Black, L",0,L,Black,31.41,GB-R1-U5,7
3608392088797,5280424,apparel,"Run500 thin MID X2 BLUE, 8.5-11 - 43/46","Run500 thin MID X2 BLUE, 8.5-11 - 43/46",0,OS,Blue,59.14,GB-R1-U6,8
3608392447877,5446912,apparel,"SHORT RUN 100 W BLUE G17C, UK 10 - EU M","SHORT RUN 100 W BLUE G17C, UK 10 - EU M",0,M,Blue,37.81,GB-R1-U7,5
3608391641665,5225382,apparel,"PANT RUN DRY 500 W CN, UK12-14 / L (L29)","PANT RUN DRY 500 W CN, UK12-14 / L (L29)",0,L,White,18.22,GB-R2-U1,5
3608391191986,5194614,apparel,"JACKET RUN 900 M WARM REGUL BLACK YEL, L","JACKET RUN 900 M WARM REGUL BLACK YEL, L",0,M,Black,49.81,GB-R2-U2,10
3608429651413,4716800,apparel,"SHORT RUN DRY+ M BLUE G20, UK 32\"" / EU M","SHORT RUN DRY+ M BLUE G20, UK 32"" / EU M",0,M,Blue,24.36,GB-R2-U3,10
3608390272617,4896442,apparel,"LS TS 1/2 ZIP RUN 900 M WARM BLACK, 2XL","LS TS 1/2 ZIP RUN 900 M WARM BLACK, 2XL",0,M,Black,15.3,GB-R2-U4,5
3608392436901,5445574,apparel,"CN JACKET WIND RUN 100 M BL, 2XL [short]","CN JACKET WIND RUN 100 M BL, 2XL [short]",0,M,Black,25.65,GB-R2-U5,9
3608391880125,5318539,apparel,"SHORT RUN 100 M BLUE G17C, UK 32\"" / EU M","SHORT RUN 100 M BLUE G17C, UK 32"" / EU M",0,M,Blue,46.27,GB-R2-U6,9
3608391708467,5157904,apparel,"Run900 Thin UC 2025 gre, 8.5-9.5 - 43/44","Run900 Thin UC 2025 gre, 8.5-9.5 - 43/44",0,OS,Black,17.95,GB-R2-U7,6
3608390173082,4428318,apparel,"LONG TIGHT KIPRUN R, UK 6-8 / EU S (L29)","LONG TIGHT KIPRUN R, UK 6-8 / EU S (L29)",0,S,Teal,46.53,GB-R3-U1,10
3608392941535,5474886,apparel,"LS TS RUN 500 SEAMLESS BLUE D, S [short]","LS TS RUN 500 SEAMLESS BLUE D, S [short]",0,S,Blue,23.98,GB-R3-U2,6
3608429809913,2500636,apparel,"SL JACKET WIND RUN 100 M BLACK, 2XL","SL JACKET WIND RUN 100 M BLACK, 2XL",0,M,Black,20.23,GB-R3-U3,10
3608429655299,4853569,apparel,"RUNNING PANTY BLACK DDY, M/L","RUNNING PANTY BLACK DDY, M/L",0,M,Black,19.09,GB-R3-U4,9
3583784851312,4925266,apparel,"T SHIRT RUN DRY 100 W Grey, UK 10 / EU M","T SHIRT RUN DRY 100 W Grey, UK 10 / EU M",0,M,Grey,19.33,GB-R3-U5,6
3608392245107,5318800,apparel,"SHORT RUN 900 H REPLIKA B, UK 34\"" / EU L","SHORT RUN 900 H REPLIKA B, UK 34"" / EU L",0,L,Grey,53.42,GB-R3-U6,5
3608393422095,5648929,apparel,"1/2 ZIP LS TS RUN DRY 500 MEN, S [short]","1/2 ZIP LS TS RUN DRY 500 MEN, S [short]",0,S,Grey,15.79,GB-R3-U7,8
3608390483945,5010380,apparel,"T SHIRT RUN DRY 500 YELLOW, UK 10 / EU M","T SHIRT RUN DRY 500 YELLOW, UK 10 / EU M",0,M,Red,21.98,GB-R4-U1,12
3608390405848,4998772,apparel,"WIND JACKET TRAIL M BLUE G17C, XL .","WIND JACKET TRAIL M BLUE G17C, XL .",0,M,Blue,52.42,GB-R4-U2,8
3608429709459,4044231,apparel,"TS LS KIPRUN SKINCARE GREY, XL","TS LS KIPRUN SKINCARE GREY, XL",0,XL,Grey,17.03,GB-R4-U3,11
3608392478796,5450075,apparel,"PANTS MH500 M BLUE, UK36\"" / FR 46 (L32)","PANTS MH500 M BLUE, UK36"" / FR 46 (L32)",0,M,Blue,49.27,GB-R4-U4,9
3608392447860,5446911,apparel,"SHORT RUN 100 W BLUE G17C, UK 6-8 - EU S","SHORT RUN 100 W BLUE G17C, UK 6-8 - EU S",0,S,Blue,54.22,GB-R4-U5,6
3608392776731,5493280,apparel,"TS RUN 500 W CROP, UK 16 / EU XL [short]","TS RUN 500 W CROP, UK 16 / EU XL [short]",0,XL,Green,15.09,GB-R4-U6,10
3608429743217,2730467,apparel,"SHORT RUN DRY W BLACK, L","SHORT RUN DRY W BLACK, L",0,L,Black,30.46,GB-R4-U7,8
3608392036187,5273850,apparel,"TS RUN 500 W DRY GREEN L, UK 4-6 / EU XS","TS RUN 500 W DRY GREEN L, UK 4-6 / EU XS",0,L,Green,21.06,FR-01,8
3608390050819,4274468,apparel,"TS LS KIPRUN WARM REG D, 2XL (Chest 47\"")","TS LS KIPRUN WARM REG D, 2XL (Chest 47"")",0,XXL,Navy,45.44,FR-02,10
3608391876081,5214448,apparel,"TANK RUN 500 M COMFORT BLACK N07A, 2XL","TANK RUN 500 M COMFORT BLACK N07A, 2XL",0,M,Black,47.33,FR-03,8
3608392986697,5524718,apparel,"TS RUN 500 M ANTI-UV White, 2XL [short]","TS RUN 500 M ANTI-UV White, 2XL [short]",0,M,White,19.11,FR-04,5
3608392478734,5450069,apparel,"PANTS MH500 M BLUE, UK31\"" / FR 40 (L31)","PANTS MH500 M BLUE, UK31"" / FR 40 (L31)",0,M,Blue,15.02,GF-R1-U1,6
3608429646839,4479089,apparel,"JACKET WIND M DAY VISIBILITY YELLOW, 2XL","JACKET WIND M DAY VISIBILITY YELLOW, 2XL",0,M,Black,61.94,GF-R1-U2,9
3608393439499,5663424,apparel,"SL JACKET RUN 50, UK 4-6 / EU XS [short]","SL JACKET RUN 50, UK 4-6 / EU XS [short]",0,XS,Green,26.16,GF-R1-U3,9
3608390155651,4426817,apparel,"RUN900 WR High K black, UK 2.5-5 EU35-38","RUN900 WR High K black, UK 2.5-5 EU35-38",0,OS,Black,17.27,GF-R1-U4,7
3608392935114,5476129,apparel,"SL JACKET WIND RUN 500 M BLUE, L [short]","SL JACKET WIND RUN 500 M BLUE, L [short]",0,M,Blue,31.58,GF-R1-U5,10
3608390280988,4899399,apparel,"Run500 thin inv X2 white, 8.5-11 - 43/46","Run500 thin inv X2 white, 8.5-11 - 43/46",0,OS,White,23.56,GF-R1-U6,7
3608391188108,5194635,apparel,"JACKET RUN 900 W WARM R, UK 12-14 / EU L","JACKET RUN 900 W WARM R, UK 12-14 / EU L",0,L,Teal,19.06,GF-R1-U7,8
3608391876074,5214447,apparel,"TANK RUN 500 M COMFORT BLACK N07A, XL","TANK RUN 500 M COMFORT BLACK N07A, XL",0,M,Black,23.15,GF-R2-U1,6
3608392481673,5450407,apparel,"PANTS MH500 W BLACK, UK 12 / FR 42 (L31)","PANTS MH500 W BLACK, UK 12 / FR 42 (L31)",0,OS,Black,20.87,GF-R2-U2,6
3608390481088,4995767,apparel,"T SHIRT RUN DRY 500 LAV, UK 12-14 / EU L","T SHIRT RUN DRY 500 LAV, UK 12-14 / EU L",0,L,Blue,55.37,GF-R2-U3,11
3608391818524,5304482,apparel,"JACKET RAIN RUN 100 M BLUE, 2XL [short]","JACKET RAIN RUN 100 M BLUE, 2XL [short]",0,M,Blue,36.86,GF-R2-U4,7
3608390155668,4426818,apparel,"RUN900 WR High K black, UK 5.5-8 EU39-42","RUN900 WR High K black, UK 5.5-8 EU39-42",0,EU 39,Black,45.47,GF-R2-U5,5
3608429804796,2501392,apparel,"TSHIRT RUN DRY M BLACK, S","TSHIRT RUN DRY M BLACK, S",0,M,Black,65.45,GF-R2-U6,9
3608390860289,5075734,apparel,"Short Run Dry 500 Black, UK 6-8 / EU S","Short Run Dry 500 Black, UK 6-8 / EU S",0,S,Black,37.57,GF-R2-U7,10
3608390793211,5085133,apparel,"Jacket Run Rain 300 W Whi, UK 16 / EU XL","Jacket Run Rain 300 W Whi, UK 16 / EU XL",0,XL,Blue,36.42,GF-R3-U1,5
3583784226035,4272519,apparel,"JACKET WARM SH500 M BLACK, L (Chest 39\"")","JACKET WARM SH500 M BLACK, L (Chest 39"")",0,M,Black,42.23,GF-R3-U2,8
3608391553913,5205437,apparel,"PANT RUN 100 M DRY, UK 30\"" / EU S (L31)","PANT RUN 100 M DRY, UK 30"" / EU S (L31)",0,M,Black,34.25,GF-R3-U3,7
3608392088346,5280715,apparel,"Run900 thin inv. 2025 b, 8.5-9.5 - 43/44","Run900 thin inv. 2025 b, 8.5-9.5 - 43/44",0,OS,Black,46.25,GF-R3-U4,10
3608391587628,5214151,apparel,"LEGGING RUN 500 W, UK 4-6 / EU XS (L28)","LEGGING RUN 500 W, UK 4-6 / EU XS (L28)",0,XS,Orange,43.91,GF-R3-U5,9
3608390280711,4899373,apparel,"Run900 strap 2025 black, 10.5-11 - 45/46","Run900 strap 2025 black, 10.5-11 - 45/46",0,OS,Black,28.39,GF-R3-U6,8
3608392907760,5155411,apparel,"LS TS RUN 500 W BLUE G17C, UK 6-8 / EU S","LS TS RUN 500 W BLUE G17C, UK 6-8 / EU S",0,S,Blue,34.63,GF-R3-U7,9
3608392088339,5280714,apparel,"Run900 thin inv. 2025 black, 7-8 - 41/42","Run900 thin inv. 2025 black, 7-8 - 41/42",0,OS,Black,26.37,GF-R4-U1,12
3608390403486,4975387,apparel,"WIND JACKET TRAIL W ROAD c, UK 8 / FR 38","WIND JACKET TRAIL W ROAD c, UK 8 / FR 38",0,OS,Red,35.6,GF-R4-U2,8
3608429709480,4044228,apparel,"TS LS KIPRUN SKINCARE GREY, L","TS LS KIPRUN SKINCARE GREY, L",0,L,Grey,26.87,GF-R4-U3,7
3608390174256,4428388,apparel,"PANT KIPRUN LIGHT W B, UK12-14 / L (L29)","PANT KIPRUN LIGHT W B, UK12-14 / L (L29)",0,L,Navy,59.49,GF-R4-U4,10
3608390195626,4513163,apparel,"KIPRUN WARM JACKET BLACK, S (Chest 35\"")","KIPRUN WARM JACKET BLACK, S (Chest 35"")",0,S,Black,39.85,GF-R4-U5,10
3608391878764,5318581,apparel,"SHORT RUN 500 M DRY TUR, UK 41\"" / EU 2XL","SHORT RUN 500 M DRY TUR, UK 41"" / EU 2XL",0,M,Blue,25.81,GF-R4-U6,5
3608391011130,5102877,apparel,Pant Ski & Snb 100 W Black UK 14 / FR 44,Pant Ski & Snb 100 W Black UK 14 / FR 44,0,OS,Black,36.9,GF-R4-U7,7
3583784833899,4925481,apparel,"SHORT TIGHT DRY 100 M, UK 30\"" / EU S","SHORT TIGHT DRY 100 M, UK 30"" / EU S",0,M,Pink,31.5,GB-R1-U1,10
3608391903527,5325323,apparel,"SHORT TIGHT RUN 500, UK 10 / EU M (L31)","SHORT TIGHT RUN 500, UK 10 / EU M (L31)",0,M,Orange,57.95,GB-R1-U2,6
3608391918699,5334890,apparel,"TS RUN 500 W DRY KHAKI, UK 12-14 / EU L","TS RUN 500 W DRY KHAKI, UK 12-14 / EU L",0,L,Navy,25.16,GB-R1-U3,7
3608393430021,5661251,apparel,"LS TS 1/2 ZIP RUN 100 W W, UK 14 / FR 44","LS TS 1/2 ZIP RUN 100 W W, UK 14 / FR 44",0,OS,Blue,61.08,GB-R1-U4,11
3608391187385,5194633,apparel,"JACKET RUN 900 W WARM REG, UK 6-8 / EU S","JACKET RUN 900 W WARM REG, UK 6-8 / EU S",0,S,Blue,28.57,GB-R1-U5,8
3608390042081,4247939,apparel,"KIPRUN LONGTIGHT DRY BL, 41\"" / 2XL (L32)","KIPRUN LONGTIGHT DRY BL, 41"" / 2XL (L32)",0,XXL,White,34.39,GB-R1-U6,8
3608392086755,5280794,apparel,"Run900 Thin Mid 2025 blue, 4-5 - 37/38","Run900 Thin Mid 2025 blue, 4-5 - 37/38",0,OS,Blue,31.32,GB-R1-U7,7
3608391958046,5318277,apparel,"TANK RUN 900 M REPLIKA WLS A11A, XL","TANK RUN 900 M REPLIKA WLS A11A, XL",0,M,Green,24.07,GB-R2-U1,9
3608392775093,5493276,apparel,"TS RUN 500 W CROPP, UK 10 / EU M [short]","TS RUN 500 W CROPP, UK 10 / EU M [short]",0,M,Teal,31.01,GB-R2-U2,11
3608392776717,5493278,apparel,"TS RUN 500 W CR, UK 12-14 / EU L [short]","TS RUN 500 W CR, UK 12-14 / EU L [short]",0,L,Red,68.25,GB-R2-U3,7
3608392939198,5334728,apparel,"LS TS RUN 500 SEAMLESS BLACK, S [short]","LS TS RUN 500 SEAMLESS BLACK, S [short]",0,S,Black,34.49,GB-R2-U4,11
3608390397242,4925467,apparel,"SHORT DRY 100 M BLUE E1, UK 41\"" / EU 2XL","SHORT DRY 100 M BLUE E1, UK 41"" / EU 2XL",0,M,Blue,51.45,GB-R2-U5,10
3608429644743,4925309,apparel,"T SHIRT RUN DRY 100 W, UK 18-20 / EU 2XL","T SHIRT RUN DRY 100 W, UK 18-20 / EU 2XL",0,XXL,Pink,15.51,GB-R2-U6,7
3608391579104,5206370,apparel,"PANT RUN 500 W WA, UK 12-14 / EU L (L29)","PANT RUN 500 W WA, UK 12-14 / EU L (L29)",0,L,Navy,54.57,GB-R2-U7,10
3583784851305,4925265,apparel,"T SHIRT RUN DRY 100 W Gre, UK 6-8 / EU S","T SHIRT RUN DRY 100 W Gre, UK 6-8 / EU S",0,S,Green,20.63,GB-R3-U1,9
3608391876982,5165676,apparel,"TANK RUN 900 M LIGHT BLACK N07A, 2XL","TANK RUN 900 M LIGHT BLACK N07A, 2XL",0,M,Black,40.46,GB-R3-U2,6
3608391918682,5334889,apparel,"TS RUN 500 W DRY KHAKI J25, UK 10 / EU M","TS RUN 500 W DRY KHAKI J25, UK 10 / EU M",0,M,Blue,34.92,GB-R3-U3,6
3608391708443,5157902,apparel,"Run900 Thin UC 2025 gre, 5.5-6.5 - 39/40","Run900 Thin UC 2025 gre, 5.5-6.5 - 39/40",0,OS,Black,60.11,GB-R3-U4,8
3608392037023,5273854,apparel,"TS RUN 500 W DRY GREEN L2, UK 16 / EU XL","TS RUN 500 W DRY GREEN L2, UK 16 / EU XL",0,XL,Green,15.07,GB-R3-U5,8
3608390174126,4428322,apparel,"LONG TIGHT KIPRUN, UK 12-14 / EU L (L29)","LONG TIGHT KIPRUN, UK 12-14 / EU L (L29)",0,L,White,50.4,GB-R3-U6,11
3608429804840,2504712,apparel,"TANK RUN DRY M WHITE, M","TANK RUN DRY M WHITE, M",0,M,White,55.34,GB-R3-U7,11
3608390867462,5101432,apparel,"SHORT SPLIT 2 BLACK N07A, UK 34\"" / EU L","SHORT SPLIT 2 BLACK N07A, UK 34"" / EU L",0,L,Black,67.77,GB-R4-U1,5
3608391529413,4925502,apparel,"LONG TIGHT RUN 100 M DR, 43\"" / 2XL (L32)","LONG TIGHT RUN 100 M DR, 43"" / 2XL (L32)",0,M,Grey,16.76,GB-R4-U2,10
3608390481071,4995766,apparel,"T SHIRT RUN DRY 500 LAVEND, UK 10 / EU M","T SHIRT RUN DRY 500 LAVEND, UK 10 / EU M",0,M,Green,38.61,GB-R4-U3,8
3608390481064,4995765,apparel,"T SHIRT RUN DRY 500 LAVEN, UK 6-8 / EU S","T SHIRT RUN DRY 500 LAVEN, UK 6-8 / EU S",0,S,Black,57.98,GB-R4-U4,7
3608392448300,5446915,apparel,"SHORT RUN 100 W BLUE, UK 18-20 - EU 2XL","SHORT RUN 100 W BLUE, UK 18-20 - EU 2XL",0,XXL,Blue,65.45,GB-R4-U5,11
3608391708436,5157901,apparel,"Run900 Thin UC 2025 grey, 4-5 - 37/38","Run900 Thin UC 2025 grey, 4-5 - 37/38",0,OS,Grey,55.49,GB-R4-U6,6
3608390483952,5010381,apparel,"T SHIRT RUN DRY 500 YEL, UK 12-14 / EU L","T SHIRT RUN DRY 500 YEL, UK 12-14 / EU L",0,L,Blue,23.2,GB-R4-U7,10
3608390173914,4365364,apparel,"KIPRUN WARM RAIN 2, 32\"" / M (L31)","KIPRUN WARM RAIN 2, 32"" / M (L31)",0,M,Navy,15.64,FR-01,10
3608391187378,5194632,apparel,"JACKET RUN 900 W WARM RE, UK 4-6 / EU XS","JACKET RUN 900 W WARM RE, UK 4-6 / EU XS",0,XS,Blue,67.62,FR-02,5
3608392933776,5474678,apparel,"JACKET RUN 900 M WARM REGUL PURPLE G1, L","JACKET RUN 900 M WARM REGUL PURPLE G1, L",0,M,Grey,52.53,FR-03,5
3608390842216,5094758,apparel,"RUNNING BREATH PANTYX3, M/L","RUNNING BREATH PANTYX3, M/L",0,M,Black,53.14,FR-04,9
3608393439482,5662529,apparel,"SL JACKET RUN 500, UK 16 / EU XL [short]","SL JACKET RUN 500, UK 16 / EU XL [short]",0,XL,Red,20.86,GF-R1-U1,9
3608392088322,5280713,apparel,"Run900 thin inv. 2025 b, 5.5-6.5 - 39/40","Run900 thin inv. 2025 b, 5.5-6.5 - 39/40",0,OS,Red,49.45,GF-R1-U2,6
3608390174188,4428380,apparel,"PANT KIPRUN LIGHT W BL, UK4-6 / XS (L28)","PANT KIPRUN LIGHT W BL, UK4-6 / XS (L28)",0,XS,Blue,36.51,GF-R1-U3,5
3608390051618,4274489,apparel,"LONGTIGHT KIPRUN WARM BLA, 30\"" / S (L31)","LONGTIGHT KIPRUN WARM BLA, 30"" / S (L31)",0,S,Green,42.62,GF-R1-U4,11
3608391876944,5165672,apparel,"TANK RUN 900 M LIGHT BLACK N07A, S","TANK RUN 900 M LIGHT BLACK N07A, S",0,M,Black,18.92,GF-R1-U5,11
3608391876043,5214444,apparel,"TANK RUN 500 M COMFORT BLACK N07A, S","TANK RUN 500 M COMFORT BLACK N07A, S",0,M,Black,31.98,GF-R1-U6,10
3608391852153,5315603,apparel,"PANT RUN COOL 500 M, UK 32\"" / EU M (L31)","PANT RUN COOL 500 M, UK 32"" / EU M (L31)",0,M,Teal,22.38,GF-R1-U7,10
3608391579128,5206372,apparel,"PANT RUN 500 W WA, UK 14-16 / EU XL(L29)","PANT RUN 500 W WA, UK 14-16 / EU XL(L29)",0,XL,Orange,54.39,GF-R2-U1,8
3608429809944,2500632,apparel,"SL JACKET WIND RUN 100 M BLACK, S","SL JACKET WIND RUN 100 M BLACK, S",0,M,Black,16.72,GF-R2-U2,7
3608429709466,4044230,apparel,"TS LS KIPRUN SKINCARE GREY, S","TS LS KIPRUN SKINCARE GREY, S",0,S,Grey,30.54,GF-R2-U3,7
3608390867448,5101430,apparel,"SHORT SPLIT 2 BLACK N07A, UK 30\"" / EU S","SHORT SPLIT 2 BLACK N07A, UK 30"" / EU S",0,S,Black,48.72,GF-R2-U4,8
3608392436369,5445570,apparel,"CN JACKET WIND RUN 100 M BLUE, S [short]","CN JACKET WIND RUN 100 M BLUE, S [short]",0,M,Blue,52.83,GF-R2-U5,7
3608390173495,4365362,apparel,"KIPRUN WARM RAIN 2, 34\"" / L (L32)","KIPRUN WARM RAIN 2, 34"" / L (L32)",0,L,Teal,15.44,GF-R2-U6,5
3608393430014,5661250,apparel,"LS TS 1/2 ZIP RUN 100 W W, UK 12 / FR 42","LS TS 1/2 ZIP RUN 100 W W, UK 12 / FR 42",0,OS,Orange,18.82,GF-R2-U7,6
3608390793426,5085169,apparel,"JACKET RAIN RUN 100 W BLUE, UK 10 / EU M","JACKET RAIN RUN 100 W BLUE, UK 10 / EU M",0,M,Blue,21.83,GF-R3-U1,5
3608429817512,2342032,apparel,"LS TS RUN DRY+ ZIP BLACK, UK 8 - EU 36","LS TS RUN DRY+ ZIP BLACK, UK 8 - EU 36",0,S,Black,25.17,GF-R3-U2,5
3608429667216,4579641,apparel,"SHORT RUN DRY+ M BLACK, UK 41\"" / EU 2XL","SHORT RUN DRY+ M BLACK, UK 41"" / EU 2XL",0,M,Black,55.77,GF-R3-U3,10
3608429669890,4169924,apparel,"WIND JACKET TRAIL M GREY, S (Chest 35\"")","WIND JACKET TRAIL M GREY, S (Chest 35"")",0,M,Grey,52.38,GF-R3-U4,10
3608429655381,4701938,apparel,"SHORT DRY 550 2in1 BLAC, UK 41\"" / EU 2XL","SHORT DRY 550 2in1 BLAC, UK 41"" / EU 2XL",0,XXL,Grey,64.06,GF-R3-U5,9
3608439262852,4484574,apparel,"PANTS MH100 NAVY WOME, UK12 / FR42 (L29)","PANTS MH100 NAVY WOME, UK12 / FR42 (L29)",0,OS,Navy,15.63,GF-R3-U6,7
3608391918675,5334888,apparel,"TS RUN 500 W DRY KHAKI J2, UK 6-8 / EU S","TS RUN 500 W DRY KHAKI J2, UK 6-8 / EU S",0,S,Blue,38.16,GF-R3-U7,9
3608391903503,5325321,apparel,"SHORT TIGHT RUN 500, UK 6-8 / EU S (L31)","SHORT TIGHT RUN 500, UK 6-8 / EU S (L31)",0,S,Red,38.61,GF-R4-U1,10
3608391880149,5318541,apparel,"SHORT RUN 100 M BLUE G17, UK 37\"" / EU XL","SHORT RUN 100 M BLUE G17, UK 37"" / EU XL",0,M,Blue,58.86,GF-R4-U2,7
3608393324092,5648985,apparel,"1/2 ZIP LS TS RUN DRY 500 MEN, S [short]","1/2 ZIP LS TS RUN DRY 500 MEN, S [short]",0,S,Grey,22.23,GF-R4-U3,6
3608392929571,5334844,apparel,"JACKET RUN 100 M WARM BLACK, XL [short]","JACKET RUN 100 M WARM BLACK, XL [short]",0,M,Black,57.86,GF-R4-U4,8
3608392590818,5478209,apparel,"WARM JACKET NH500 M BEIGE, L","WARM JACKET NH500 M BEIGE, L",0,M,Red,41.9,GF-R4-U5,8
3608429743224,2730464,apparel,"SHORT RUN DRY W BLACK, 2XL  44/46","SHORT RUN DRY W BLACK, 2XL  44/46",0,XXL,Black,21.12,GF-R4-U6,8
3608429817482,2342035,apparel,"LS TS RUN DRY+ ZIP BLACK, UK 14 - EU 42","LS TS RUN DRY+ ZIP BLACK, UK 14 - EU 42",0,XL,Black,48.5,GF-R4-U7,10
3608392987113,5524730,apparel,"TS RUN 500 M ANTI-UV Carbon G, S [short]","TS RUN 500 M ANTI-UV Carbon G, S [short]",0,M,Blue,62.9,GB-R1-U1,7
3608392447884,5446913,apparel,"SHORT RUN 100 W BLUE G1, UK 12-14 - EU L","SHORT RUN 100 W BLUE G1, UK 12-14 - EU L",0,L,Blue,61.76,GB-R1-U2,10
3608392935107,5476128,apparel,"SL JACKET WIND RUN 500 M BLUE, M [short]","SL JACKET WIND RUN 500 M BLUE, M [short]",0,M,Blue,69.35,GB-R1-U3,9
3608429791744,2501391,apparel,"TSHIRT RUN DRY M BLACK, XS","TSHIRT RUN DRY M BLACK, XS",0,M,Black,45.93,GB-R1-U4,10
3608429742906,2730472,apparel,"SHORT RUN DRY W BLACK, XS","SHORT RUN DRY W BLACK, XS",0,XS,Black,19.22,GB-R1-U5,7
3583784000116,2955007,apparel,"Pantalon 120 H BLACK, M / W32 L31.","Pantalon 120 H BLACK, M / W32 L31.",0,M,Black,21.28,GB-R1-U6,5
3608439325526,4194319,apparel,"MH500 Jacket M Jacket BLK, L","MH500 Jacket M Jacket BLK, L",0,M,Blue,53.19,GB-R1-U7,8
3608390397204,4925463,apparel,"SHORT DRY 100 M BLUE E18A, UK 30\"" / EU S","SHORT DRY 100 M BLUE E18A, UK 30"" / EU S",0,M,Blue,32.07,GB-R2-U1,9
3608392776359,5493316,apparel,"TS RUN 500 W CROPP, UK 10 / EU M [short]","TS RUN 500 W CROPP, UK 10 / EU M [short]",0,M,Teal,20.06,GB-R2-U2,8
3608392776373,5493318,apparel,"TS RUN 500 W CR, UK 12-14 / EU L [short]","TS RUN 500 W CR, UK 12-14 / EU L [short]",0,L,Red,41.43,GB-R2-U3,9
3608392925887,5476648,apparel,"JACKET RUN 100 M WARM GREY N1, S [short]","JACKET RUN 100 M WARM GREY N1, S [short]",0,M,Grey,17.53,GB-R2-U4,6
3608392933769,5474677,apparel,"JACKET RUN 900 M WARM REGUL PURPLE G1, M","JACKET RUN 900 M WARM REGUL PURPLE G1, M",0,M,Red,21.91,GB-R2-U5,9
